Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-01357,2020-01-25,2020-01-26,Second Class,CU-2074,Home Office,Central,P-34711,Furniture,Bookcases,O'Sullivan Bookcase,1274.98,7,0.0,-144.62
CA-01358,2020-07-01,2020-07-03,Standard Class,CU-5225,Corporate,Central,P-59355,Furniture,Chairs,Hon Executive Chair,2480.28,3,0.0,223.8
CA-01359,2021-08-03,2021-08-04,Same Day,CU-6126,Corporate,East,P-65588,Furniture,Bookcases,Bush Bookcases,2240.9,10,0.0,300.76
CA-01360,2021-07-26,2021-08-02,Standard Class,CU-2119,Home Office,South,P-44555,Office Supplies,Labels,Mead File Folders Labels,5618.94,6,0.0,1487.88
CA-01361,2021-12-05,2021-12-08,Same Day,CU-4667,Corporate,East,P-93056,Office Supplies,Supplies,Dixon Ticonderoga Pencils,11616.16,10,0.2,209.55
CA-01362,2022-01-24,2022-01-28,Standard Class,CU-8400,Home Office,Central,P-31970,Office Supplies,Labels,Mead File Folders Labels,1649.02,3,0.2,404.58
CA-01363,2023-02-10,2023-02-17,First Class,CU-6433,Consumer,East,P-15399,Furniture,Tables,Lesro Table,1966.08,8,0.0,-276.73
CA-01364,2021-11-24,2021-11-27,First Class,CU-9218,Corporate,Central,P-60681,Furniture,Furnishings,Eldon Shelf,3573.88,5,0.2,448.55
CA-01365,2022-12-13,2022-12-16,Second Class,CU-2401,Home Office,Central,P-98795,Technology,Phones,Motorola Moto,3707.2,10,0.0,475.22
CA-01366,2022-08-27,2022-08-29,Standard Class,CU-1189,Home Office,South,P-96191,Technology,Accessories,Logitech Mouse,5389.89,11,0.0,1051.8
CA-01367,2020-10-01,2020-10-03,Same Day,CU-7195,Consumer,East,P-24132,Office Supplies,Storage,Tenex Shelf,2727.31,7,0.5,62.1
CA-01368,2020-08-01,2020-08-07,Same Day,CU-2017,Home Office,East,P-33143,Office Supplies,Appliances,Hoover Stove,778.2,10,0.5,139.09
CA-01369,2020-08-19,2020-08-24,Second Class,CU-3282,Home Office,West,P-21536,Technology,Machines,Cisco TelePresence,9888.9,14,0.0,-8.8
CA-01370,2020-10-10,2020-10-15,Same Day,CU-2569,Corporate,Central,P-65223,Furniture,Tables,Lesro Table,8604.96,10,0.2,-861.65
CA-01371,2020-10-08,2020-10-09,First Class,CU-9383,Home Office,East,P-24430,Technology,Copiers,Xerox DocuCenter Copier,1053.36,11,0.0,149.83
CA-01372,2020-07-23,2020-07-26,Same Day,CU-8421,Home Office,South,P-68959,Furniture,Furnishings,Advantus Panel,9906.39,13,0.1,321.75
CA-01373,2022-06-23,2022-06-29,Standard Class,CU-1628,Home Office,South,P-17603,Furniture,Bookcases,O'Sullivan Bookcase,2671.63,9,0.2,-605.65
CA-01374,2021-04-29,2021-04-30,Standard Class,CU-5396,Corporate,Central,P-78585,Office Supplies,Paper,Hammermill Paper,3410.64,11,0.3,591.39
CA-01375,2023-01-28,2023-02-04,First Class,CU-4154,Home Office,West,P-76809,Office Supplies,Paper,Hammermill Paper,1970.44,4,0.0,325.66
CA-01376,2021-08-28,2021-08-29,Second Class,CU-6764,Consumer,Central,P-44018,Office Supplies,Fasteners,Advantus Push Pins,7741.32,6,0.0,1310.11
CA-01377,2021-07-12,2021-07-14,Second Class,CU-9202,Corporate,East,P-10448,Office Supplies,Storage,Eldon Jumbo Storage,1590.93,3,0.5,353.5
CA-01378,2020-12-10,2020-12-17,Second Class,CU-3831,Home Office,Central,P-67826,Furniture,Bookcases,Bush Bookcases,4716.88,10,0.3,-605.77
CA-01379,2021-12-13,2021-12-14,Same Day,CU-8783,Consumer,East,P-54597,Technology,Phones,Motorola Moto,11283.26,12,0.2,310.34
CA-01380,2022-01-06,2022-01-08,Standard Class,CU-2480,Home Office,East,P-89451,Office Supplies,Labels,Avery Labels,2130.05,4,0.2,636.51
CA-01381,2022-08-08,2022-08-10,Second Class,CU-5780,Home Office,West,P-96760,Furniture,Chairs,Hon Executive Chair,1418.44,3,0.3,4.64
CA-01382,2020-01-17,2020-01-24,Same Day,CU-7957,Consumer,Central,P-34056,Furniture,Tables,Chromcraft Table,9183.8,10,0.0,250.16
CA-01383,2021-03-17,2021-03-23,First Class,CU-5180,Consumer,East,P-50824,Furniture,Bookcases,Sauder Bookcases,4013.77,12,0.3,-428.15
CA-01384,2020-09-04,2020-09-11,Same Day,CU-9116,Corporate,South,P-14272,Technology,Machines,Polycom ViewStation,3038.8,3,0.3,577.75
CA-01385,2020-08-19,2020-08-21,Second Class,CU-7354,Corporate,West,P-78474,Furniture,Bookcases,Sauder Bookcases,2080.05,14,0.5,-278.92
CA-01386,2022-11-03,2022-11-08,Second Class,CU-7128,Corporate,Central,P-32966,Furniture,Furnishings,Eldon Shelf,9848.09,7,0.0,1053.31
CA-01387,2021-11-24,2021-11-29,Second Class,CU-9977,Consumer,Central,P-34554,Office Supplies,Paper,Hammermill Paper,3034.89,3,0.0,576.76
CA-01388,2023-02-28,2023-03-04,Second Class,CU-3277,Home Office,West,P-21598,Office Supplies,Art,Dixon Ticonderoga,293.55,1,0.0,39.58
CA-01389,2020-12-07,2020-12-14,Second Class,CU-5553,Consumer,South,P-78491,Office Supplies,Paper,Southworth Connoisseur,553.76,8,0.0,132.31
CA-01390,2020-02-26,2020-02-29,Same Day,CU-1634,Consumer,East,P-15729,Office Supplies,Storage,Eldon Jumbo Storage,263.67,1,0.0,59.42
CA-01391,2020-04-08,2020-04-13,First Class,CU-2485,Consumer,Central,P-63866,Furniture,Tables,Chromcraft Table,419.65,3,0.5,-42.41
CA-01392,2021-12-05,2021-12-08,Standard Class,CU-5191,Corporate,East,P-38088,Furniture,Chairs,Bretford Chair,90.09,1,0.0,-0.69
CA-01393,2020-03-20,2020-03-26,Standard Class,CU-1599,Home Office,South,P-26970,Technology,Phones,Apple iPhone,1660.03,2,0.2,308.13
CA-01394,2022-08-19,2022-08-24,Same Day,CU-4069,Consumer,Central,P-13616,Office Supplies,Appliances,Avery Electric Razor,3544.68,3,0.2,209.27
CA-01395,2020-02-24,2020-02-28,Standard Class,CU-8433,Home Office,West,P-25639,Furniture,Tables,Lesro Table,1753.69,9,0.5,-447.58
CA-01396,2020-08-01,2020-08-08,First Class,CU-6468,Home Office,East,P-12416,Furniture,Bookcases,O'Sullivan Bookcase,1308.12,3,0.0,-152.63
CA-01397,2023-01-14,2023-01-17,First Class,CU-6118,Consumer,Central,P-93860,Furniture,Furnishings,Advantus Panel,524.45,4,0.1,58.81
CA-01398,2022-12-18,2022-12-23,Same Day,CU-3101,Home Office,South,P-15631,Office Supplies,Paper,Xerox Paper,2511.88,8,0.5,458.65
CA-01399,2020-09-11,2020-09-16,Second Class,CU-8670,Corporate,East,P-77310,Furniture,Bookcases,O'Sullivan Bookcase,8696.23,14,0.3,-599.38
CA-01400,2020-04-19,2020-04-22,Second Class,CU-3597,Home Office,East,P-72598,Furniture,Chairs,Global Leather Chair,14625.0,12,0.0,305.47
CA-01401,2021-11-11,2021-11-13,First Class,CU-3141,Home Office,South,P-20090,Furniture,Bookcases,O'Sullivan Bookcase,2911.4,5,0.2,-371.63
CA-01402,2020-01-23,2020-01-24,Standard Class,CU-7455,Corporate,East,P-38986,Furniture,Furnishings,Advantus Panel,1508.05,7,0.5,201.82
CA-01403,2023-02-22,2023-02-25,Same Day,CU-3534,Home Office,Central,P-82170,Office Supplies,Supplies,Boston Pencil Sharpener,1673.1,2,0.0,48.29
CA-01404,2022-01-17,2022-01-21,Same Day,CU-3483,Consumer,West,P-82359,Office Supplies,Storage,Fellowes File Cabinet,4416.12,6,0.0,470.77
CA-01405,2020-10-11,2020-10-12,First Class,CU-1129,Consumer,West,P-52936,Furniture,Bookcases,O'Sullivan Bookcase,1045.69,1,0.0,-127.91
CA-01406,2023-11-29,2023-12-05,Standard Class,CU-3813,Corporate,East,P-63528,Technology,Copiers,HP LaserJet Copier,536.42,5,0.5,152.71
CA-01407,2022-03-21,2022-03-27,First Class,CU-9586,Corporate,Central,P-19473,Furniture,Furnishings,Tensor Lamp,2166.4,3,0.1,336.28
CA-01408,2020-05-29,2020-05-30,Second Class,CU-2230,Consumer,East,P-47894,Office Supplies,Labels,Avery Labels,2879.7,3,0.0,714.61
CA-01409,2022-06-24,2022-06-30,Second Class,CU-1090,Corporate,West,P-96965,Furniture,Bookcases,Sauder Bookcases,6511.03,11,0.2,326.75
CA-01410,2020-07-12,2020-07-13,Second Class,CU-8834,Home Office,West,P-99945,Office Supplies,Paper,Southworth Connoisseur,482.17,2,0.5,85.28
CA-01411,2020-10-27,2020-10-28,Standard Class,CU-8252,Home Office,East,P-94320,Furniture,Furnishings,Advantus Panel,627.14,7,0.2,89.99
CA-01412,2021-12-09,2021-12-10,Second Class,CU-8123,Corporate,Central,P-38009,Office Supplies,Fasteners,OIC Staples,330.06,3,0.3,61.36
CA-01413,2020-07-25,2020-07-31,First Class,CU-1832,Home Office,West,P-86388,Furniture,Bookcases,O'Sullivan Bookcase,8134.91,8,0.2,-255.57
CA-01414,2021-12-06,2021-12-08,Same Day,CU-2685,Consumer,East,P-41621,Technology,Machines,Polycom ViewStation,3678.0,10,0.0,751.89
CA-01415,2023-08-10,2023-08-14,Second Class,CU-2726,Home Office,South,P-19315,Office Supplies,Fasteners,OIC Push Pins,3700.65,3,0.0,872.63
CA-01416,2020-07-19,2020-07-24,Same Day,CU-5728,Home Office,Central,P-20448,Technology,Machines,Cisco TelePresence,5388.11,13,0.3,12.29
CA-01417,2021-03-13,2021-03-16,Second Class,CU-2567,Consumer,West,P-70025,Technology,Accessories,Logitech Mouse,5209.27,8,0.1,1021.62
CA-01418,2023-06-15,2023-06-20,First Class,CU-3962,Consumer,West,P-68266,Technology,Copiers,HP LaserJet Copier,997.66,2,0.0,117.44
CA-01419,2022-02-09,2022-02-10,Same Day,CU-7531,Consumer,West,P-48189,Office Supplies,Art,Sanford Pencils,2265.44,13,0.3,400.88
CA-01420,2021-03-09,2021-03-16,Second Class,CU-6985,Corporate,South,P-60114,Office Supplies,Appliances,Fellowes Shredder,1300.08,1,0.0,196.26
CA-01421,2023-10-02,2023-10-09,First Class,CU-4573,Home Office,Central,P-72876,Office Supplies,Art,Sanford Pencils,2926.3,8,0.1,546.96
CA-01422,2023-06-14,2023-06-21,First Class,CU-5303,Consumer,East,P-68316,Furniture,Tables,Chromcraft Table,2036.4,12,0.0,-280.16
CA-01423,2021-12-27,2022-01-03,First Class,CU-4320,Corporate,South,P-32653,Technology,Accessories,Kensington Keyboard,609.85,1,0.5,81.92
CA-01424,2023-12-27,2023-12-28,First Class,CU-6555,Home Office,East,P-30887,Technology,Machines,Polycom ViewStation,621.36,8,0.1,55.18
CA-01425,2020-04-04,2020-04-10,Standard Class,CU-1987,Home Office,South,P-46234,Office Supplies,Labels,Avery Labels,1033.38,4,0.5,251.14
CA-01426,2023-06-27,2023-07-04,Standard Class,CU-2615,Home Office,Central,P-60183,Office Supplies,Art,Sanford Pencils,6166.55,10,0.5,861.55
CA-01427,2020-08-08,2020-08-12,Standard Class,CU-6351,Home Office,East,P-63660,Technology,Phones,Samsung Galaxy,6816.6,14,0.0,791.3
CA-01428,2023-07-11,2023-07-14,Standard Class,CU-7293,Consumer,East,P-78088,Furniture,Chairs,Bretford Chair,508.32,2,0.5,27.58
CA-01429,2023-04-01,2023-04-05,First Class,CU-6708,Consumer,South,P-80404,Furniture,Chairs,Bretford Chair,517.14,9,0.0,41.38
CA-01430,2020-04-25,2020-05-01,Standard Class,CU-4477,Consumer,South,P-35937,Furniture,Tables,Bevis Computer Table,4267.4,4,0.1,-464.37
CA-01431,2021-07-22,2021-07-25,First Class,CU-5529,Consumer,South,P-50240,Technology,Phones,Apple iPhone,10152.17,7,0.0,652.81
CA-01432,2022-10-02,2022-10-06,First Class,CU-3646,Corporate,West,P-60786,Technology,Machines,Cisco TelePresence,11457.85,12,0.3,915.46
CA-01433,2023-08-12,2023-08-16,Same Day,CU-3749,Consumer,Central,P-77151,Furniture,Chairs,Global Leather Chair,7205.44,8,0.2,4.79
CA-01434,2023-12-20,2023-12-21,First Class,CU-6142,Consumer,West,P-83471,Technology,Accessories,Kensington Keyboard,8986.5,14,0.3,1417.75
CA-01435,2021-08-30,2021-09-05,Second Class,CU-6499,Corporate,South,P-68037,Furniture,Furnishings,Tensor Lamp,11152.83,13,0.0,1119.74
CA-01436,2021-09-18,2021-09-24,Second Class,CU-6423,Home Office,Central,P-73653,Technology,Machines,Cisco TelePresence,3029.18,9,0.2,689.79
CA-01437,2023-07-26,2023-08-01,Same Day,CU-8287,Corporate,South,P-78883,Furniture,Tables,Bevis Computer Table,2728.96,13,0.2,-486.2
CA-01438,2022-05-19,2022-05-22,Standard Class,CU-9390,Home Office,South,P-23817,Office Supplies,Fasteners,OIC Push Pins,7034.36,12,0.1,1858.76
CA-01439,2023-11-30,2023-12-01,Standard Class,CU-3683,Corporate,West,P-81578,Office Supplies,Storage,Tenex Shelf,225.68,1,0.1,48.72
CA-01440,2020-12-03,2020-12-06,Standard Class,CU-5020,Home Office,Central,P-30272,Office Supplies,Binders,Ibico Binders,2046.07,5,0.5,127.3
CA-01441,2023-11-24,2023-12-01,Second Class,CU-6820,Corporate,West,P-59787,Furniture,Chairs,Global Leather Chair,3836.07,3,0.0,551.19
CA-01442,2020-02-27,2020-03-04,Second Class,CU-4852,Consumer,Central,P-56288,Furniture,Chairs,Hon Executive Chair,17503.04,14,0.1,-2467.93
CA-01443,2023-07-20,2023-07-22,Same Day,CU-1143,Consumer,Central,P-53461,Office Supplies,Paper,Hammermill Paper,3048.05,5,0.5,681.9
CA-01444,2023-12-29,2023-12-30,Same Day,CU-6382,Consumer,West,P-44831,Office Supplies,Storage,Fellowes File Cabinet,2685.48,4,0.0,161.82
CA-01445,2020-08-14,2020-08-15,First Class,CU-6305,Home Office,West,P-75022,Furniture,Tables,Chromcraft Table,832.35,1,0.3,-107.56
CA-01446,2020-06-15,2020-06-19,Second Class,CU-1545,Home Office,South,P-39526,Office Supplies,Supplies,Boston Pencil Sharpener,3406.71,11,0.3,49.7
CA-01447,2021-11-25,2021-12-02,Standard Class,CU-3147,Consumer,East,P-49448,Furniture,Tables,Chromcraft Table,5299.44,8,0.5,-303.07
CA-01448,2023-12-11,2023-12-13,First Class,CU-3222,Consumer,East,P-32182,Technology,Copiers,HP LaserJet Copier,38.43,7,0.5,6.73
CA-01449,2021-08-06,2021-08-09,First Class,CU-6170,Corporate,East,P-72507,Office Supplies,Art,Fiskars Scissors,8550.02,8,0.2,2206.41
CA-01450,2021-02-19,2021-02-26,Second Class,CU-2329,Home Office,East,P-85195,Office Supplies,Envelopes,Poly String-Tie Envelopes,2687.23,8,0.2,630.22
CA-01451,2020-10-29,2020-11-03,Same Day,CU-7782,Home Office,Central,P-96861,Office Supplies,Paper,Hammermill Paper,3002.48,13,0.2,781.47
CA-01452,2021-03-20,2021-03-21,First Class,CU-5540,Corporate,West,P-58093,Office Supplies,Labels,Mead File Folders Labels,1841.78,8,0.3,511.66
CA-01453,2022-08-18,2022-08-20,Same Day,CU-3131,Consumer,East,P-45039,Office Supplies,Binders,Ibico Binders,7945.28,7,0.0,-800.3
CA-01454,2023-10-08,2023-10-10,Second Class,CU-8852,Home Office,South,P-17464,Furniture,Bookcases,Bush Bookcases,4013.23,13,0.0,90.58
CA-01455,2022-02-21,2022-02-22,Same Day,CU-3213,Home Office,West,P-71149,Office Supplies,Art,Dixon Ticonderoga,5451.92,4,0.0,1032.06
CA-01456,2021-05-02,2021-05-03,Standard Class,CU-8606,Corporate,West,P-64973,Office Supplies,Binders,Avery Heavy Binders,12121.9,14,0.0,3562.39
CA-01457,2023-02-18,2023-02-25,Same Day,CU-8894,Home Office,West,P-14800,Technology,Copiers,HP LaserJet Copier,5156.52,6,0.0,1216.17
CA-01458,2022-11-28,2022-12-02,Second Class,CU-4332,Home Office,East,P-95704,Furniture,Furnishings,Eldon Shelf,292.72,2,0.0,64.66
CA-01459,2020-12-12,2020-12-17,Standard Class,CU-9916,Home Office,West,P-48122,Office Supplies,Labels,Avery Labels,7344.9,9,0.0,1827.65
CA-01460,2020-02-26,2020-03-01,Standard Class,CU-9882,Corporate,East,P-71586,Furniture,Chairs,Global Leather Chair,2034.29,11,0.5,201.27
CA-01461,2020-12-17,2020-12-22,Second Class,CU-2654,Corporate,East,P-78252,Office Supplies,Appliances,Hoover Stove,11908.3,12,0.1,2180.7
CA-01462,2023-08-03,2023-08-09,Same Day,CU-6294,Home Office,South,P-52768,Technology,Phones,Samsung Galaxy,5055.5,6,0.3,1028.0
CA-01463,2020-08-05,2020-08-09,Same Day,CU-6471,Home Office,Central,P-32402,Furniture,Furnishings,Advantus Panel,9240.31,11,0.3,302.13
CA-01464,2020-11-05,2020-11-12,Same Day,CU-7568,Corporate,South,P-97745,Office Supplies,Paper,Xerox Paper,4876.65,7,0.2,781.96
CA-01465,2023-03-05,2023-03-09,Same Day,CU-8241,Home Office,Central,P-55967,Furniture,Chairs,Global Leather Chair,2875.0,10,0.0,166.27
CA-01466,2023-06-11,2023-06-18,Second Class,CU-7698,Consumer,Central,P-56037,Furniture,Bookcases,Sauder Bookcases,3348.4,11,0.0,-62.03
CA-01467,2021-06-28,2021-07-01,Second Class,CU-3128,Corporate,South,P-24856,Technology,Copiers,HP LaserJet Copier,2945.81,7,0.0,713.29
CA-01468,2021-04-02,2021-04-04,Standard Class,CU-3002,Corporate,West,P-40328,Furniture,Tables,Chromcraft Table,14233.08,12,0.0,-1287.23
CA-01469,2021-06-24,2021-07-01,Same Day,CU-4197,Corporate,Central,P-54216,Furniture,Furnishings,Eldon Shelf,5892.62,6,0.2,715.21
CA-01470,2020-06-01,2020-06-08,Same Day,CU-4765,Home Office,East,P-30356,Office Supplies,Paper,Hammermill Paper,12549.9,10,0.0,1763.41
CA-01471,2022-02-09,2022-02-10,Same Day,CU-7177,Consumer,South,P-39229,Office Supplies,Fasteners,OIC Staples,13633.49,13,0.0,2573.35
CA-01472,2020-06-22,2020-06-27,First Class,CU-1138,Consumer,East,P-34613,Furniture,Bookcases,O'Sullivan Bookcase,7479.36,8,0.2,125.8
CA-01473,2022-01-09,2022-01-11,Second Class,CU-8094,Consumer,East,P-66662,Furniture,Bookcases,Sauder Bookcases,961.52,4,0.0,-21.07
CA-01474,2023-05-12,2023-05-13,First Class,CU-3789,Home Office,South,P-45122,Office Supplies,Supplies,Dixon Ticonderoga Pencils,1135.84,13,0.1,26.39
CA-01475,2023-03-14,2023-03-20,First Class,CU-6016,Consumer,West,P-12797,Technology,Copiers,HP LaserJet Copier,5943.99,9,0.3,976.62
CA-01476,2020-07-08,2020-07-11,Second Class,CU-4806,Consumer,Central,P-65882,Office Supplies,Paper,Hammermill Paper,5630.52,12,0.5,1191.36
CA-01477,2020-04-25,2020-04-29,Second Class,CU-4927,Consumer,West,P-35467,Technology,Copiers,Xerox DocuCenter Copier,517.68,10,0.2,77.37
CA-01478,2020-04-13,2020-04-18,First Class,CU-6737,Corporate,Central,P-73489,Office Supplies,Paper,Southworth Connoisseur,382.49,1,0.5,44.52
CA-01479,2022-01-09,2022-01-11,Second Class,CU-3367,Corporate,West,P-29789,Office Supplies,Binders,Avery Heavy Binders,8252.86,14,0.0,1571.09
CA-01480,2021-09-26,2021-09-27,First Class,CU-1072,Home Office,West,P-40933,Office Supplies,Storage,Fellowes File Cabinet,42.47,1,0.1,5.02
CA-01481,2020-01-08,2020-01-10,First Class,CU-8585,Consumer,West,P-28331,Furniture,Tables,Chromcraft Table,1687.75,3,0.2,-543.95
CA-01482,2022-07-26,2022-07-29,Same Day,CU-8343,Corporate,East,P-47672,Furniture,Bookcases,O'Sullivan Bookcase,4288.89,3,0.0,-425.83
CA-01483,2023-07-07,2023-07-11,First Class,CU-1777,Corporate,South,P-86444,Office Supplies,Paper,Hammermill Paper,127.56,4,0.5,12.38
CA-01484,2023-05-15,2023-05-20,Standard Class,CU-9547,Corporate,West,P-65806,Technology,Phones,Samsung Galaxy,4958.98,7,0.1,936.28
CA-01485,2022-03-07,2022-03-09,Standard Class,CU-3116,Home Office,West,P-57730,Technology,Copiers,HP LaserJet Copier,8514.73,7,0.0,1344.06
CA-01486,2021-11-01,2021-11-08,Same Day,CU-1269,Consumer,Central,P-52707,Furniture,Chairs,Global Leather Chair,8861.26,8,0.1,52.95
CA-01487,2020-09-16,2020-09-19,Second Class,CU-7956,Corporate,West,P-48744,Technology,Phones,Apple iPhone,4425.57,6,0.1,602.63
CA-01488,2021-02-01,2021-02-08,Second Class,CU-7724,Consumer,South,P-84577,Office Supplies,Art,Dixon Ticonderoga,842.29,1,0.0,163.48
CA-01489,2023-02-28,2023-03-05,First Class,CU-1625,Corporate,South,P-33719,Furniture,Bookcases,Sauder Bookcases,211.9,4,0.1,28.62
CA-01490,2023-03-11,2023-03-12,Second Class,CU-3916,Corporate,Central,P-64746,Office Supplies,Envelopes,Poly String-Tie Envelopes,1695.36,6,0.0,288.75
CA-01491,2022-12-21,2022-12-22,Standard Class,CU-4010,Consumer,South,P-96311,Technology,Accessories,Logitech Mouse,2902.32,13,0.5,504.1
CA-01492,2020-03-08,2020-03-13,Standard Class,CU-1526,Consumer,Central,P-45636,Office Supplies,Supplies,Boston Pencil Sharpener,2130.96,3,0.5,269.4
CA-01493,2023-12-16,2023-12-18,First Class,CU-2698,Consumer,East,P-48887,Office Supplies,Binders,Cardinal Slant-D Binders,1961.26,14,0.0,192.62
CA-01494,2023-12-17,2023-12-21,Standard Class,CU-9184,Corporate,South,P-14929,Furniture,Bookcases,Bush Bookcases,1310.76,11,0.0,96.44
CA-01495,2021-06-27,2021-06-28,First Class,CU-1080,Home Office,West,P-43486,Office Supplies,Art,Dixon Ticonderoga,7079.08,9,0.1,773.91
CA-01496,2020-04-02,2020-04-09,Second Class,CU-7478,Consumer,East,P-17261,Furniture,Bookcases,Bush Bookcases,5143.35,7,0.5,-92.04
CA-01497,2022-09-03,2022-09-04,Standard Class,CU-6812,Consumer,East,P-74448,Technology,Copiers,HP LaserJet Copier,5538.24,12,0.1,643.39
CA-01498,2021-03-15,2021-03-19,Standard Class,CU-4674,Corporate,South,P-24541,Furniture,Chairs,Bretford Chair,5963.76,8,0.0,62.45
CA-01499,2020-10-03,2020-10-10,Standard Class,CU-6835,Home Office,West,P-32554,Furniture,Furnishings,Eldon Shelf,6799.2,8,0.0,906.28
CA-01500,2023-07-30,2023-08-01,First Class,CU-7592,Consumer,East,P-81681,Technology,Copiers,Xerox DocuCenter Copier,6660.36,14,0.0,1734.49
CA-01501,2022-05-28,2022-06-01,First Class,CU-7947,Home Office,Central,P-67633,Furniture,Tables,Chromcraft Table,3843.8,10,0.5,298.49
CA-01502,2022-08-16,2022-08-19,Second Class,CU-9056,Consumer,East,P-49814,Furniture,Furnishings,Tensor Lamp,4799.51,12,0.3,793.82
CA-01503,2023-01-01,2023-01-05,Same Day,CU-1746,Home Office,East,P-74576,Office Supplies,Paper,Southworth Connoisseur,2928.24,8,0.0,530.88
CA-01504,2021-12-17,2021-12-21,First Class,CU-3795,Consumer,Central,P-95806,Office Supplies,Supplies,Dixon Ticonderoga Pencils,8926.68,10,0.3,104.43
CA-01505,2022-12-16,2022-12-21,Same Day,CU-2221,Corporate,South,P-81021,Furniture,Chairs,Global Leather Chair,9693.97,11,0.0,-921.86
CA-01506,2023-07-12,2023-07-14,Same Day,CU-9994,Home Office,Central,P-25733,Office Supplies,Binders,Ibico Binders,10696.84,11,0.0,1490.28
CA-01507,2021-09-27,2021-10-02,First Class,CU-4012,Corporate,West,P-34677,Furniture,Bookcases,O'Sullivan Bookcase,678.79,1,0.0,-110.23
CA-01508,2023-07-09,2023-07-16,First Class,CU-7044,Corporate,West,P-26031,Furniture,Furnishings,Eldon Shelf,4173.53,5,0.1,542.95
CA-01509,2021-09-29,2021-10-01,Same Day,CU-2335,Corporate,South,P-65961,Office Supplies,Appliances,Avery Electric Razor,1464.57,3,0.0,199.77
CA-01510,2022-05-10,2022-05-15,Second Class,CU-7077,Corporate,South,P-18593,Office Supplies,Paper,Hammermill Paper,2912.05,7,0.1,576.82
CA-01511,2021-12-15,2021-12-19,Same Day,CU-6487,Corporate,Central,P-55027,Technology,Machines,Cisco TelePresence,6212.35,5,0.0,49.09
CA-01512,2021-06-01,2021-06-08,First Class,CU-5936,Home Office,West,P-81838,Office Supplies,Paper,Xerox Paper,10190.74,14,0.0,1506.28
CA-01513,2022-06-11,2022-06-13,Same Day,CU-5646,Corporate,West,P-91774,Office Supplies,Storage,Eldon Jumbo Storage,649.36,1,0.1,19.01
CA-01514,2020-07-25,2020-07-29,Second Class,CU-1709,Consumer,Central,P-87036,Office Supplies,Paper,Southworth Connoisseur,95.72,3,0.1,17.08
CA-01515,2020-01-01,2020-01-05,Second Class,CU-4835,Corporate,South,P-32968,Technology,Machines,Cisco TelePresence,6930.96,12,0.0,893.69
CA-01516,2020-04-23,2020-04-26,Second Class,CU-5245,Home Office,Central,P-52658,Furniture,Bookcases,Sauder Bookcases,11326.84,14,0.0,414.36
CA-01517,2020-02-23,2020-02-24,Same Day,CU-6743,Corporate,East,P-35220,Technology,Machines,Cisco TelePresence,2835.18,10,0.1,164.85
CA-01518,2020-02-17,2020-02-19,First Class,CU-6752,Consumer,West,P-51358,Office Supplies,Storage,Fellowes File Cabinet,6092.1,10,0.0,419.01
CA-01519,2021-01-04,2021-01-07,Same Day,CU-6010,Consumer,Central,P-98725,Technology,Phones,Apple iPhone,5848.92,10,0.3,1155.38
CA-01520,2023-02-01,2023-02-02,First Class,CU-9722,Consumer,South,P-82614,Technology,Machines,Polycom ViewStation,7582.12,13,0.2,-31.33
CA-01521,2023-10-15,2023-10-19,Standard Class,CU-6463,Consumer,East,P-85228,Office Supplies,Appliances,Avery Electric Razor,4347.6,4,0.0,665.27
CA-01522,2020-05-22,2020-05-29,Standard Class,CU-1635,Home Office,Central,P-82560,Technology,Copiers,Xerox DocuCenter Copier,1580.3,10,0.0,271.6
CA-01523,2023-08-29,2023-09-04,First Class,CU-7700,Consumer,Central,P-28223,Technology,Accessories,Logitech Mouse,388.52,4,0.0,43.29
CA-01524,2021-01-15,2021-01-16,Second Class,CU-4041,Consumer,West,P-16405,Technology,Machines,Cisco TelePresence,2032.99,8,0.1,-49.93
CA-01525,2021-03-24,2021-03-25,Standard Class,CU-6095,Corporate,Central,P-88546,Furniture,Tables,Bevis Computer Table,2568.06,11,0.0,-322.71
CA-01526,2021-08-21,2021-08-23,First Class,CU-4576,Home Office,East,P-79568,Technology,Machines,Polycom ViewStation,296.83,11,0.5,52.92
CA-01527,2023-03-24,2023-03-31,Second Class,CU-9836,Corporate,East,P-84530,Technology,Accessories,Kensington Keyboard,6203.48,7,0.1,788.85
CA-01528,2021-09-06,2021-09-08,First Class,CU-6424,Corporate,Central,P-82017,Furniture,Chairs,Global Leather Chair,176.79,7,0.3,25.88
CA-01529,2021-10-30,2021-11-03,Standard Class,CU-6044,Consumer,East,P-51864,Furniture,Chairs,Hon Executive Chair,77.43,1,0.3,5.15
CA-01530,2022-11-30,2022-12-07,Same Day,CU-7358,Corporate,West,P-56063,Office Supplies,Supplies,Boston Pencil Sharpener,8584.38,7,0.0,-1222.64
CA-01531,2020-02-09,2020-02-15,Same Day,CU-7313,Corporate,South,P-87622,Furniture,Chairs,Global Leather Chair,2881.52,8,0.5,-85.57
CA-01532,2023-10-03,2023-10-09,Second Class,CU-9792,Corporate,East,P-41982,Furniture,Bookcases,O'Sullivan Bookcase,13669.76,13,0.0,-575.2
